city,category,name,latitude,longitude,osm_type,osm_id
Tucson,park,Country Club Annex Park,32.195319,-110.9212151,way,837278075
Tucson,park,Pueblo Grande Park,32.193443,-110.9339461,way,845178392
Tucson,park,Pueblo Gardens Park,32.1934727,-110.9340359,way,845178393
Tucson,park,Street Scene Park,32.1889549,-110.9593945,way,845239711
Tucson,park,Bristol Park,32.2204866,-110.778742,way,845278879
Tucson,park,Thomas Jay Regional Park,32.136503,-110.871001,way,870597401
Tucson,stadium,Kino North Stadium,32.1801693,-110.9276371,way,871061880
Tucson,stadium,Kino North Grand Stand,32.1814306,-110.9286337,way,871061908
Tucson,park,Veterans Memorial Plaza,32.1785486,-110.9313259,way,871070109
Tucson,park,Ormsby Park,32.204005,-110.9835918,way,885363294
Tucson,park,Southeast Houghton Area Recharge Project,32.1467119,-110.7823566,way,892528634
Tucson,university,Grand Canyon University,32.2708738,-110.9433162,way,897721879
Tucson,stadium,Kino Veterans Memorial Stadium,32.1768059,-110.9332929,way,907083650
Tucson,park,San Juan Park,32.2013391,-111.0095556,way,970230224
Tucson,attraction,Oasis Raspados Mural,32.1742983,-110.9778357,way,973885341
Tucson,park,Mariposa Park,32.1725115,-110.9640071,way,978883261
Tucson,museum,Postal History Foundation,32.2337172,-110.9606984,way,985197155
Tucson,park,Seminole Park,32.2310906,-110.9994323,way,1015100805
Tucson,park,Cherokee Avenue Park,32.2340935,-110.9971618,way,1015105606
Tucson,park,Riverview Park,32.2426531,-110.9915415,way,1051725352
Tucson,university,West Campus Agricultural Center,32.2585527,-111.0031404,way,1053665819
Tucson,university,,32.2624838,-110.8910435,way,1053665823
Tucson,park,Vista del Rio Park,32.2624989,-110.8303054,way,1053691833
Tucson,park,Las Milpitas de Cottonwood Community Farm,32.1938973,-110.9897296,way,1056245265
Tucson,park,Sam Lena Recreation Area,32.1826748,-110.929977,way,1056700192
Tucson,park,Desert Haven Natural Resource Park,32.1904177,-110.9446983,way,1056700205
Tucson,park,Santa Rosa Park,32.2097017,-110.973503,way,1056953207
Tucson,park,El Parque de San Cosme,32.2156532,-110.9773002,way,1056989067
Tucson,park,Rosendo S. Perez Park,32.2160167,-110.9747009,way,1056989079
Tucson,park,Parque de Orlando y Diego Mendoza,32.2122585,-110.971891,way,1056989101
Tucson,park,Carmelin Castro Ítom Usím Children's Park,32.1888437,-110.976055,way,1057245423
Tucson,park,Julian Wash Greenway,32.1890225,-110.9795252,way,1057245425
Tucson,park,Sentinel Plaza Gateway Park,32.2217179,-110.9812502,way,1057272634
Tucson,park,Sunset Park,32.2229298,-110.9748733,way,1057676431
Tucson,park,Castle Rock Park,32.2489936,-110.7898045,way,1310919356
Tucson,park,Feld Davis Park,32.2248194,-110.9448388,way,1329757860
Tucson,park,Meander Bend Park,32.2582063,-111.0100477,way,1347359743
Tucson,park,Dan Felix Memorial Park,32.3115997,-111.0331864,way,1373497303
Tucson,park,Christopher Franklin Carroll Centennial Park,32.2240656,-110.9759114,way,1390900140
Tucson,museum,Tucson Military Vehicle Museum,32.1378627,-110.8602286,way,1455846779
Tucson,attraction,,32.1378002,-110.86731,way,1470142154
Tucson,attraction,,32.141235,-110.8653801,way,1470159194
Tucson,attraction,,32.14123,-110.8657951,way,1470159195
Tucson,stadium,Hi Corbett Field,32.2129631,-110.9198701,way,1489299720
Tucson,attraction,,32.2092863,-110.9206453,way,1489299776
Tucson,university,McClelland Hall,32.2368192,-110.9544212,relation,132433
Tucson,university,Vine Avenue Annex,32.2370024,-110.9500805,relation,132454
Tucson,university,University Services Annex,32.2281623,-110.9759627,relation,140418
Tucson,museum,Arizona History Museum,32.2333699,-110.9573917,relation,143958
Tucson,university,Campus Agricultural Center,32.2793769,-110.9437676,relation,3176121
Tucson,park,Brandi Fenton Memorial Park,32.2736492,-110.9183453,relation,4249890
Tucson,park,Veinte de Agosto Park,32.221432,-110.9731115,relation,5654925
Tucson,park,Santa Rita Park,32.2081741,-110.9631603,relation,5661518
Tucson,university,University of Arizona,32.228941,-110.9565098,relation,6044244
Tucson,attraction,Miracle Mile Historic District,32.2442954,-110.9802768,relation,9655617
Tucson,park,Southeastern Regional Park,32.0376777,-110.7910349,relation,14052814
Tucson,park,Groves Park,32.1715191,-110.8331248,relation,14057230
Tucson,park,Greasewood Park,32.2313325,-111.0247042,relation,14057231
Tucson,park,John F Kennedy Park,32.1814845,-111.009591,relation,14072250
Tucson,park,Vista Del Pueblo Park,32.2026179,-111.0054378,relation,14093348
Tucson,park,David G. Herrera and Ramon Quiroz Park,32.2310062,-110.9812835,relation,14103001
Tucson,park,Danny Lopez Park,32.2891478,-111.0378908,relation,15899787
Tucson,park,Rodeo Wash Greenway,32.1719921,-110.9766651,relation,16706649
Tucson,park,Escalante Park,32.1796512,-110.844512,relation,20582212
Tampa,museum,Henry B. Plant Museum,27.9462133,-82.4641818,node,282685801
Tampa,park,American Legion Playground,28.0114082,-82.4584278,node,358690939
Tampa,park,Drew Playground,27.9685172,-82.4879626,node,358694942
Tampa,park,Green Playground,27.9806687,-82.4359509,node,358696829
Tampa,zoo,Tampa's Lowry Park Zoo,28.0142673,-82.4700304,node,358699618
Tampa,park,Palma Ciea Playground,27.9243991,-82.4905551,node,358702699
Tampa,park,Rogers Park,28.0222412,-82.4237049,node,358704493
Tampa,park,Rowlett Park,28.0255744,-82.4314828,node,358704625
Tampa,park,Temple Crest Park,28.0236773,-82.4188201,node,358707672
Tampa,park,Tampa Palms Hillsborough River Park,28.0861,-82.359,node,358758048
Tampa,theme_park,Jungle Carousel,28.0143959,-82.4704575,node,2209942623
Tampa,theme_park,Tiger coaster,28.014847,-82.470141,node,2209951830
Tampa,zoo,Petting zoo,28.014712,-82.469867,node,2209952146
Tampa,theme_park,Bumper boats and flyin bananas,28.014361,-82.469427,node,2209956792
Tampa,theme_park,Pony ride,28.014885,-82.469486,node,2209960309
Tampa,theme_park,Train,28.014482,-82.469677,node,2209965513
Tampa,museum,Science Discovery Center,28.012569,-82.471464,node,2210009492
Tampa,museum,Centro Ybor Museum,27.960871,-82.442115,node,2641006503
Tampa,attraction,Florida State Fairgrounds,27.9672515,-82.3898268,node,4583124690
Tampa,park,Parkland Park,27.9339476,-82.493188,node,4640777766
Tampa,attraction,Busch Garden,28.0359218,-82.4250362,node,4921360121
Tampa,attraction,Treehouse trek,28.0351963,-82.4256908,node,5851701863
Tampa,attraction,,28.0364584,-82.4204486,node,7072489885
Tampa,attraction,,28.0372192,-82.420518,node,7072489985
Tampa,mall,The Village at Hunter's Lake,28.1395688,-82.3578079,node,7707973066
Tampa,park,Vaughn Center Courtyard,27.9457704,-82.4660742,node,7929364512
Tampa,park,Delo Park,27.9452469,-82.4656563,node,7929364513
Tampa,park,Agliano Park,27.9449403,-82.4678147,node,7929364514
Tampa,park,John F. Germany Legacy Park,28.0591825,-82.4121763,node,9466171432
Tampa,attraction,Margaritsville at Sea Port,27.9500216,-82.4438277,node,12871417501
Tampa,attraction,Royal Caribbean cruise port,27.9431258,-82.4458949,node,12871424602
Tampa,attraction,Carnival cruise port,27.9457063,-82.444141,node,12871426601
Tampa,museum,Florida Museum of Photographic Arts,27.9603908,-82.4407195,node,13470922412
Tampa,park,Palm Ave Microforest,27.9623131,-82.4423429,node,13759378557
Tampa,park,HC Ybor Campus Main Courtyard,27.9622679,-82.4433699,node,13759378558
Tampa,theme_park,Serengeti Flyer,28.0375871,-82.4209505,node,14003503401
Tampa,park,Tony Janus Park,27.9425208,-82.4594402,way,23946179
Tampa,park,Phil Bourquardez Park,27.9599841,-82.4613958,way,23973283
Tampa,park,AIDS Memorial Park,27.9409184,-82.4601276,way,23981446
Tampa,park,Anderson Park,27.9343134,-82.4773901,way,23989456
Tampa,park,DeSoto Park,27.9471067,-82.4283099,way,24005433
Tampa,mall,Sparkman Wharf,27.9433104,-82.4469057,way,25646641
Tampa,museum,Ybor City Museum,27.9619192,-82.4383459,way,26216188
Tampa,park,Centennial Park,27.961355,-82.4386002,way,26216272
Tampa,university,Stetson University College of Law,27.9583435,-82.4617052,way,26608593
Tampa,park,Cuscaden Park,27.968956,-82.443574,way,26610766
Tampa,park,18th Avenue Park,27.9693363,-82.4252199,way,27251884
Tampa,park,"Dr. Martin Luther King, Jr. Recreation Complex",27.961437,-82.4756134,way,27428655
Tampa,park,Bayshore Linear Park,27.9411281,-82.4593852,way,27495109
Tampa,park,Borrell Park,27.9751152,-82.4518939,way,27889717
Tampa,park,Rough Riders Park,27.9600833,-82.4460574,way,28093787
Tampa,park,Marjorie Park,27.9323727,-82.4549909,way,28924443
Tampa,park,Herman Massey Park,27.9524277,-82.4602944,way,29227976
Tampa,university,University of South Florida,28.0617722,-82.4138333,way,31675479
Tampa,park,Branchton Park,28.1428579,-82.2844849,way,32141032
Tampa,park,Plant Park,27.9466956,-82.4627079,way,32534602
Tampa,park,Plymouth Park,27.9735965,-82.4747652,way,32866049
Tampa,park,Cross Creek Park,28.1563063,-82.3209471,way,35023157
Tampa,park,Morgan Street Park,27.9638981,-82.457621,way,35875323
Tampa,park,Robles Park,27.9740215,-82.45501,way,35877130
Tampa,park,Copeland Park,28.0500003,-82.4402458,way,40662274
Tampa,park,Greco Softball Complex,28.0494301,-82.4032916,way,41590733
Tampa,park,Vila Brothers Park,27.9499188,-82.4861181,way,41653334
Tampa,park,Seminole Heights Garden Center,28.0001589,-82.455991,way,42389680
Tampa,museum,University Of South Florida Contemporary Art Museum;Contemporary Art Museum,28.0634958,-82.4155503,way,43097398
Tampa,stadium,,28.0624288,-82.4067054,way,45178678
Tampa,park,MLK Plaza,28.0625685,-82.4148012,way,48207237
Tampa,museum,Tampa Bay History Center,27.9422446,-82.4499013,way,52035847
Tampa,park,Freedom Park,27.9784755,-82.4721965,way,53424915
Tampa,park,Gadsden Park,27.8663202,-82.4982673,way,62367695
Tampa,park,Takomah Trail Park,28.0417556,-82.4014637,way,69497028
Tampa,park,Alan Wright Park,28.0162493,-82.4441059,way,79514363
Tampa,park,Al Lopez Park,27.9886743,-82.503114,way,84269089
Tampa,park,Cypress Point Park,27.9512152,-82.5416129,way,84334621
Tampa,park,22nd Street Park,28.0197791,-82.4362411,way,94255749
Tampa,park,Rowlett Park,28.0255795,-82.4319164,way,94276794
Tampa,park,Ragan Park,27.9787295,-82.4456332,way,98831443
Tampa,park,MacDugal Park,28.0097207,-82.4461039,way,99428900
Tampa,theme_park,Renaissance Fairground,28.0517584,-82.4085009,way,99652087
Tampa,museum,Tampa Fire Fighters Museum,27.9514908,-82.4550605,way,107769981
Tampa,park,Rivercrest Park,27.9888205,-82.4675955,way,110897264
Tampa,park,Plymouth Playground,27.9726079,-82.4648408,way,111050493
Tampa,park,Snow Park,27.9446925,-82.4658661,way,113621181
Tampa,park,Riverview Terrace Playground,28.018523,-82.4585805,way,114317447
Tampa,park,Giddens Park,27.9947283,-82.4478597,way,114697059
Tampa,park,Fair Oaks Park,27.9919451,-82.4213995,way,115421065
Tampa,park,Calvin Taylor Park,27.9788117,-82.4655972,way,115433531
Tampa,attraction,Montu,28.0343606,-82.4175724,way,117147475
Tampa,attraction,Montu,28.0348046,-82.4174114,way,117147477
Tampa,attraction,Sheikra,28.036581,-82.4247082,way,117147479
Tampa,attraction,Montu,28.0346111,-82.4174826,way,117147481
Tampa,attraction,Kumba,28.039555,-82.4227388,way,117147482
Tampa,attraction,Montu,28.034926,-82.417455,way,117147484
Tampa,stadium,Soccer Stadium,28.060073,-82.4038475,way,120809563
Tampa,park,David E. West Park,28.0384734,-82.4330913,way,130895874
Tampa,park,Forest Hills Park,28.0463779,-82.4645887,way,130896223
Tampa,park,Patterson Street Park,28.0177398,-82.447932,way,141673825
Tampa,park,Julian B. Lane Riverfront Park,27.9537252,-82.4668752,way,143105402
Tampa,park,Riverside Park,27.9718169,-82.4785042,way,144843917
Tampa,park,Ignacio Haya Linear Park,27.993651,-82.4651491,way,144845123
